,name,typ_0,typ_1,x,y
278,Hodonínska,MHD,MHD,21.2267398834228,48.7140083312988
279,Hodonínska,MHD,MHD,21.2268295288085,48.712890625
280,Hodonínska,MHD,MHD,21.2277507781982,48.7132110595703
281,Hodonínska,MHD,MHD,21.2256507873535,48.7136001586914
282,Horný Bankov,MHD,MHD,21.2107791900634,48.7448806762695
283,Horný Bankov,MHD,MHD,21.2105693817138,48.7445106506347
284,Ryba,MHD,MHD,21.2637901306152,48.7048187255859
285,Ryba,MHD,MHD,21.2620391845703,48.7040100097656
286,Ryba,MHD,MHD,21.2620506286621,48.7039718627929
287,Ryba,MHD,MHD,21.2637901306152,48.7041893005371
288,Ryba,MHD,MHD,21.2623691558837,48.7038688659667
289,Ryba,MHD,MHD,21.2619800567626,48.7050704956054
290,Hronská,MHD,MHD,21.2263393402099,48.7187805175781
291,Hronská,MHD,MHD,21.2261505126953,48.717918395996
292,Húskova,MHD,MHD,21.2096004486083,48.7195396423339
293,Húskova,MHD,MHD,21.2107601165771,48.7193183898925
294,Napájadlá,MHD,MHD,21.2851905822753,48.682559967041
295,Napájadlá,MHD,MHD,21.2849807739257,48.6825981140136
296,Chrastie,MHD,MHD,21.2476692199707,48.7543792724609
297,Chrastie,MHD,MHD,21.2474708557128,48.7544784545898
298,Moskovská,MHD,MHD,21.2117099761962,48.7116203308105
299,Moskovská,MHD,MHD,21.2129745483398,48.7114944458007
300,Moskovská,MHD,MHD,21.2118492126464,48.7116203308105
301,"Jahodná, chata",MHD,MHD,21.1338806152343,48.7685012817382
302,"Jahodná, chata",MHD,MHD,21.1340904235839,48.7683792114257
303,"Jahodná, kopec",MHD,MHD,21.1412200927734,48.78071975708
304,"Jahodná, kopec",MHD,MHD,21.1413993835449,48.7808189392089
305,Jakabov palác,MHD,MHD,21.2635898590087,48.7218513488769
306,Jakabov palác,MHD,MHD,21.2634201049804,48.7207794189453
307,Janigova,MHD,MHD,21.2061805725097,48.7165298461914
308,Janigova,MHD,MHD,21.206090927124,48.7160682678222
309,Kalinovská,MHD,MHD,21.2765502929687,48.7435417175292
310,Kalinovská,MHD,MHD,21.2775192260742,48.7436599731445
311,Kino Družba,MHD,MHD,21.2338905334472,48.7173194885253
312,Kino Družba,MHD,MHD,21.2337608337402,48.7183990478515
313,Kino Družba,MHD,MHD,21.2338790893554,48.7181205749511
314,Kino Družba,MHD,MHD,21.2339401245117,48.7084808349609
315,"KVP, kláštor",MHD,MHD,21.2069797515869,48.7187614440917
316,"KVP, kláštor",MHD,MHD,21.2078800201416,48.7196006774902
317,"KVP, kláštor",MHD,MHD,21.2070293426513,48.7197303771972
318,"KVP, kláštor otočka",MHD,MHD,21.2060108184814,48.7199745178222
319,Klimkovičova,MHD,MHD,21.2079200744628,48.7126502990722
320,Klimkovičova,MHD,MHD,21.2080993652343,48.7124404907226
321,Kolibár,MHD,MHD,21.2187900543212,48.7019004821777
322,Kolibár,MHD,MHD,21.2171592712402,48.7027587890625
323,Kavečany,MHD,MHD,21.2056694030761,48.776138305664
324,Kavečany,MHD,MHD,21.2056694030761,48.776138305664
325,Ťahanovská,MHD,MHD,21.2556591033935,48.7576103210449
326,Ťahanovská,MHD,MHD,21.2557201385498,48.7575798034667
327,Budapeštianska,MHD,MHD,21.2689990997314,48.7525291442871
328,Budapeštianska,MHD,MHD,21.2686004638671,48.7523612976074
329,"Myslava, kostol",MHD,MHD,21.207649230957,48.707218170166
330,"Myslava, kostol",MHD,MHD,21.2082004547119,48.7068290710449
331,Vyšné Opátske,MHD,MHD,21.2840194702148,48.6999282836914
332,Vyšné Opátske,MHD,MHD,21.2838706970214,48.7001419067382
333,Ladožská,MHD,MHD,21.2898902893066,48.6828384399414
334,Ladožská,MHD,MHD,21.2908096313476,48.681900024414
335,Ladožská,MHD,MHD,21.2898902893066,48.6830406188964
336,Ladožská,MHD,MHD,21.289939880371,48.6829109191894
337,"Barca, kostoly",MHD,MHD,21.2657604217529,48.6763191223144
338,"Barca, kostoly",MHD,MHD,21.2656497955322,48.6764793395996
339,Žiacka,MHD,MHD,21.3119602203369,48.6713104248046
340,Žiacka,MHD,MHD,21.3183708190917,48.6711997985839
341,Žiacka,MHD,MHD,21.3187408447265,48.6715507507324
342,Krajský súd,MHD,MHD,21.2495994567871,48.716510772705
343,Krajský súd,MHD,MHD,21.2505702972412,48.7165412902832
344,Krajský súd,MHD,MHD,21.2508907318115,48.7175712585449
345,Krajský súd,MHD,MHD,21.2508201599121,48.7174911499023
346,Krajský súd,MHD,MHD,21.2493934631347,48.71626663208
347,Krajský súd,MHD,MHD,21.2485656738281,48.7161979675292
348,Okresný úrad,MHD,MHD,21.2469806671142,48.7352905273437
349,Okresný úrad,MHD,MHD,21.247480392456,48.7345581054687
350,Okresný úrad,MHD,MHD,21.2469005584716,48.7367897033691
351,Okresný úrad,MHD,MHD,21.2454795837402,48.7365112304687
352,Okresný úrad,MHD,MHD,21.248918,48.733723
353,Okresný úrad,MHD,MHD,21.250926,48.734458
354,Krematórium,MHD,MHD,21.289529800415,48.7723312377929
355,Krematórium,MHD,MHD,21.2899093627929,48.7725982666015
356,Kremnická,MHD,MHD,21.2194499969482,48.7053298950195
357,Kremnická,MHD,MHD,21.2192497253417,48.7051391601562
358,Krupinská,MHD,MHD,21.2305297851562,48.7310409545898
359,Krupinská,MHD,MHD,21.2304992675781,48.7309684753417
360,Ulica Sv. Ladislava,MHD,MHD,21.29660987854,48.7347717285156
361,Ulica Sv. Ladislava,MHD,MHD,21.2966995239257,48.7345085144042
362,"Barca, kultúrny dom",MHD,MHD,21.2628993988037,48.6851005554199
363,"Barca, kultúrny dom",MHD,MHD,21.2630500793457,48.6851615905761
364,"Barca, kultúrny dom",MHD,MHD,21.2669048309326,48.6855010986328
365,Krásna,MHD,MHD,21.3122806549072,48.6726417541503
366,Krásna,MHD,MHD,21.3123397827148,48.6727218627929
368,Kvetná,MHD,MHD,21.1715698242187,48.6368408203125
369,Lackova,MHD,MHD,21.319860458374,48.6691818237304
370,Lackova,MHD,MHD,21.3200893402099,48.6689109802246
371,Lackova,MHD,MHD,21.3218898773193,48.6680908203125
372,Lackova,MHD,MHD,21.3218803405761,48.6679992675781
373,Letecká,MHD,MHD,21.2393398284912,48.7424888610839
374,Letecká,MHD,MHD,21.2385997772216,48.7427101135253
375,Letisko ,MHD,MHD,21.2373790740966,48.6734008789062
376,Letisko ,MHD,MHD,21.2364406585693,48.6729202270507
377,Lingov,MHD,MHD,21.2912006378173,48.7323913574218
378,Obchodná akadémia,MHD,MHD,21.2397003173828,48.7301788330078
379,"Železníky, križovatka",MHD,MHD,21.2508201599121,48.7006683349609
380,"Železníky, križovatka",MHD,MHD,21.2520198822021,48.699909210205
381,"Železníky, križovatka",MHD,MHD,21.2508201599121,48.7006683349609
382,"Železníky, križovatka",MHD,MHD,21.2520198822021,48.699909210205
383,Levočská,MHD,MHD,21.2797203063964,48.6907386779785
384,Levočská,MHD,MHD,21.2801094055175,48.6903915405273
385,Levočská,MHD,MHD,21.2801895141601,48.6902618408203
386,Levočská,MHD,MHD,21.2800102233886,48.6901588439941
387,Levočská,MHD,MHD,21.2799091339111,48.6899604797363
388,Levočská,MHD,MHD,21.2775001525878,48.6902503967285
389,Bukovecká,MHD,MHD,21.2800598144531,48.6918296813964
390,Bukovecká,MHD,MHD,21.2801208496093,48.6928405761718
391,Bukovecká,MHD,MHD,21.2804508209228,48.6938400268554
392,Postupimská,MHD,MHD,21.289249420166,48.7323188781738
393,Postupimská,MHD,MHD,21.2889347076416,48.7321815490722
394,"Moldavská, OC",MHD,MHD,21.2378902435302,48.6994094848632
395,"Moldavská, OC",MHD,MHD,21.2397499084472,48.7009201049804
396,"Moldavská, OC",MHD,MHD,21.2376194000244,48.700698852539
397,"Moldavská, OC",MHD,MHD,21.2384700775146,48.6997718811035
398,"Moldavská, OC",MHD,MHD,21.2384700775146,48.6997718811035
399,"Moldavská, OC",MHD,MHD,21.2400493621826,48.6987113952636
400,Obchodné centrum Optima,MHD,MHD,21.2355403900146,48.6965293884277
401,Obchodné centrum Optima,MHD,MHD,21.2359294891357,48.6969108581542
402,Obchodné centrum Optima,MHD,MHD,21.2365093231201,48.6962394714355
403,Obchodné centrum Optima,MHD,MHD,21.2361602783203,48.6960906982421
404,Obchodné centrum Optima,MHD,MHD,21.2356719970703,48.696792602539
405,Obchodné centrum Optima,MHD,MHD,21.2355403900146,48.6965293884277
406,Obchodné centrum Optima,MHD,MHD,21.2375545501708,48.6968383789062
407,Obchodné centrum Optima,MHD,MHD,21.2355899810791,48.6968383789062
408,Obchodné centrum Optima,MHD,MHD,21.2372493743896,48.69673538208
409,Zupkova,MHD,MHD,21.2852802276611,48.7336883544921
410,Zupkova,MHD,MHD,21.2849693298339,48.7336196899414
411,Važecká,MHD,MHD,21.2994003295898,48.675968170166
412,Važecká,MHD,MHD,21.298599243164,48.6765403747558
413,Važecká,MHD,MHD,21.2987594604492,48.6762809753417
414,Važecká,MHD,MHD,21.2991905212402,48.6757316589355
415,Važecká,MHD,MHD,21.2987594604492,48.6762809753417
416,Važecká,MHD,MHD,21.2991008758544,48.6763687133789
417,Tomášikova,MHD,MHD,21.2539005279541,48.7358703613281
418,Tomášikova,MHD,MHD,21.2538204193115,48.7354393005371
419,Mier,MHD,MHD,21.251070022583,48.7394294738769
420,Mier,MHD,MHD,21.2509994506835,48.7391700744628
421,Mier,MHD,MHD,21.2541007995605,48.7395210266113
422,Mier,MHD,MHD,21.2533893585205,48.7393684387207
423,Bernolákova,MHD,MHD,21.2366695404052,48.710350036621
424,Bernolákova,MHD,MHD,21.2371406555175,48.7094192504882
425,Bernolákova,MHD,MHD,21.2367706298828,48.7106208801269
426,Budanova,MHD,MHD,21.2148208618164,48.7718696594238
427,Bernolákova,MHD,MHD,21.2369709014892,48.7094001770019
428,Pereš,MHD,MHD,21.2026901245117,48.694580078125
429,Pereš,MHD,MHD,21.2026901245117,48.694580078125
430,Lorinčík,MHD,MHD,21.1926193237304,48.6899299621582
431,Lorinčík,MHD,MHD,21.1929397583007,48.6898193359375
432,Poľov,MHD,MHD,21.1887855529785,48.6676788330078
433,Poľov,MHD,MHD,21.1889400482177,48.6673507690429
434,Ovsená,MHD,MHD,21.2774105072021,48.7197189331054
435,Palackého,MHD,MHD,21.2683792114257,48.7186203002929
436,Palackého,MHD,MHD,21.2689800262451,48.7185516357421
437,Pasteurova,MHD,MHD,21.2567996978759,48.7095489501953
438,Prekladisko hotových výrobkov,MHD,MHD,21.20166015625,48.604148864746
439,Prekladisko hotových výrobkov,MHD,MHD,21.2015705108642,48.6041603088378
440,Slovenská č. 20,MHD,MHD,21.2600803375244,48.7372512817382
441,Slovenská č. 20,MHD,MHD,21.2601299285888,48.7369384765625
442,Plťová,MHD,MHD,21.2665691375732,48.7389907836914
443,Plťová,MHD,MHD,21.2659606933593,48.7383193969726
444,Plynáreň Haniska,MHD,MHD,21.2304191589355,48.6192588806152
445,Plynáreň Haniska,MHD,MHD,21.2288799285888,48.6185188293457
446,Idanská,MHD,MHD,21.246410369873,48.7092399597167
447,Idanská,MHD,MHD,21.2462501525878,48.7090911865234
448,Pod Furčou,MHD,MHD,21.2737503051757,48.7359085083007
449,Pod Furčou,MHD,MHD,21.2740898132324,48.7358589172363
450,Podjazdy Haniska,MHD,MHD,21.2261295318603,48.6231002807617
451,Podjazdy Haniska,MHD,MHD,21.2259998321533,48.6230506896972
452,Podnikateľská,MHD,MHD,21.2707595825195,48.6719703674316
453,Podnikateľská,MHD,MHD,21.2707405090332,48.6711616516113
454,Perešská,MHD,MHD,21.2182903289794,48.6840591430664
455,Perešská,MHD,MHD,21.2179298400878,48.6837615966796
456,Perešská,MHD,MHD,21.2184906005859,48.6844444274902
457,Perešská,MHD,MHD,21.2178001403808,48.6849517822265
458,Perešská,MHD,MHD,21.2178192138671,48.6842308044433
459,Polianska,MHD,MHD,21.2462005615234,48.7484283447265
460,Polianska,MHD,MHD,21.2454395294189,48.7480697631835
461,Poliklinika Východ,MHD,MHD,21.2831192016601,48.738971710205
462,Poliklinika Východ,MHD,MHD,21.2826690673828,48.7389106750488
463,Poliklinika Východ,MHD,MHD,21.2823905944824,48.7382087707519
464,Poliklinika Východ,MHD,MHD,21.2818202972412,48.7384490966796
465,Nová nemocnica,MHD,MHD,21.23530960083,48.7224807739257
466,Nová nemocnica,MHD,MHD,21.2346496582031,48.7214698791503
467,Nová nemocnica,MHD,MHD,21.2355709075927,48.7225914001464
468,Nová nemocnica,MHD,MHD,21.2338905334472,48.7223014831542
469,Nová nemocnica,MHD,MHD,21.2360591888427,48.7216796875
470,Nová nemocnica,MHD,MHD,21.2345008850097,48.7215499877929
471,Poliklinika KVP,MHD,MHD,21.2153491973876,48.7136917114257
472,Poliklinika KVP,MHD,MHD,21.2157306671142,48.7132911682128
473,Poliklinika Sever,MHD,MHD,21.2509708404541,48.7305488586425
474,Poliklinika Sever,MHD,MHD,21.2497596740722,48.7319602966308
475,Poliklinika Sever,MHD,MHD,21.2509708404541,48.7305488586425
476,Poliklinika Sever,MHD,MHD,21.2497596740722,48.7319602966308
477,Poliklinika Sever,MHD,MHD,21.2497596740722,48.7319602966308
478,Poliklinika Sever,MHD,MHD,21.25239,48.73293
479,Poľská,MHD,MHD,21.2615394592285,48.6996307373046
480,Poľská,MHD,MHD,21.2615947723388,48.6989784240722
481,Pošta 2,MHD,MHD,21.2636909484863,48.7264709472656
482,Pošta 2,MHD,MHD,21.2648391723632,48.7261009216308
483,Pri hati,MHD,MHD,21.25777053833,48.7407684326171
484,Pri hati,MHD,MHD,21.2579307556152,48.7405700683593
485,Pri hati,MHD,MHD,21.2586193084716,48.7417411804199
486,Pri hati,MHD,MHD,21.2588005065917,48.7415885925292
487,"Pri prachárni, obchodné centrá",MHD,MHD,21.2504005432128,48.6991691589355
488,"Pri prachárni, obchodné centrá",MHD,MHD,21.2493495941162,48.6983184814453
489,"Pri prachárni, obchodné centrá",MHD,MHD,21.2497596740722,48.6989784240722
490,Rašelinové závody,MHD,MHD,21.3100891113281,48.6560897827148
491,Rašelinové závody,MHD,MHD,21.3101406097412,48.6562004089355
492,"Luník IX, rázcestie",MHD,MHD,21.2235202789306,48.6996688842773
493,"Luník IX, rázcestie",MHD,MHD,21.2221202850341,48.7006912231445
494,"Poľov, rázcestie",MHD,MHD,21.207420349121,48.6624298095703
495,"Poľov, rázcestie",MHD,MHD,21.2069396972656,48.6623802185058
496,"Poľov, rázcestie",MHD,MHD,21.2074699401855,48.6617202758789
497,"Poľov, rázcestie",MHD,MHD,21.2082901000976,48.6625213623046
498,"Poľov, rázcestie",MHD,MHD,21.2084808349609,48.6630096435546
499,"Poľov, rázcestie",MHD,MHD,21.2080497741699,48.6624908447265
500,Rovníková,MHD,MHD,21.2937793731689,48.6801605224609
501,Rovníková,MHD,MHD,21.2948493957519,48.6791305541992
502,Rovníková,MHD,MHD,21.2937507629394,48.6803894042968
503,Rovníková,MHD,MHD,21.2936992645263,48.6803398132324
504,Rušňové depo,MHD,MHD,21.2674808502197,48.7151794433593
505,Rušňové depo,MHD,MHD,21.2657794952392,48.7131881713867
506,Ružová - OC Galéria,MHD,MHD,21.2427806854248,48.7140007019042
507,Ružová - OC Galéria,MHD,MHD,21.2403392791748,48.7143287658691
508,Južná trieda č. 125,MHD,MHD,21.2652702331542,48.692268371582
509,Južná trieda č. 125,MHD,MHD,21.2651691436767,48.6925315856933
510,Sečovská,MHD,MHD,21.2798995971679,48.726390838623
511,Sečovská,MHD,MHD,21.2789993286132,48.7262802124023
512,Senný trh,MHD,MHD,21.2656707763671,48.7174911499023
513,Senný trh,MHD,MHD,21.2641696929931,48.7187614440917
514,Senný trh,MHD,MHD,21.2644290924072,48.7188415527343
515,Senný trh,MHD,MHD,21.2650508880615,48.7190208435058
516,Lingov,MHD,MHD,21.2924194335937,48.7324790954589
517,Socha Jána Pavla II.,MHD,MHD,21.2680206298828,48.6879806518554
518,Socha Jána Pavla II.,MHD,MHD,21.2682991027832,48.6795005798339
519,Socha Jána Pavla II.,MHD,MHD,21.2698993682861,48.6752090454101
520,Socha Jána Pavla II.,MHD,MHD,21.2686176300048,48.6790390014648
521,Socha Jána Pavla II.,MHD,MHD,21.2685585021972,48.6792678833007
522,"Luník IX, sídlisko",MHD,MHD,21.2206897735595,48.6998596191406
523,"Luník IX, sídlisko",MHD,MHD,21.2206897735595,48.6998596191406
524,"Kasárne, Kulturpark",MHD,MHD,21.2555694580078,48.7122192382812
525,"Kasárne, Kulturpark",MHD,MHD,21.2550106048583,48.7131385803222
526,Sládkovičova,MHD,MHD,21.2352790832519,48.7293281555175
527,Sládkovičova,MHD,MHD,21.2379703521728,48.7289390563964
528,Slovenský rozhlas,MHD,MHD,21.251760482788,48.723030090332
529,Slovenský rozhlas,MHD,MHD,21.2520198822021,48.7217903137207
530,Slovenský rozhlas,MHD,MHD,21.251760482788,48.7228889465332
531,Slovenská č. 42,MHD,MHD,21.2595500946044,48.7389602661132
532,Slovenská č. 42,MHD,MHD,21.2594394683837,48.7390708923339
533,Dopravná,MHD,MHD,21.2703094482421,48.7462882995605
534,Dopravná,MHD,MHD,21.2693004608154,48.7468605041503
535,Sofijská,MHD,MHD,21.272590637207,48.7517700195312
536,Sofijská,MHD,MHD,21.2721290588378,48.7516708374023
537,Sokolovská,MHD,MHD,21.2303104400634,48.7232398986816
538,Sokolovská,MHD,MHD,21.2310009002685,48.7230987548828
539,SOŠ automobilová,MHD,MHD,21.2444705963134,48.7061614990234
540,SOŠ automobilová,MHD,MHD,21.2439098358154,48.7060508728027
541,SOŠ automobilová,MHD,MHD,21.2439193725585,48.7057800292968
542,SOŠ automobilová,MHD,MHD,21.2435493469238,48.7054405212402
543,Učňovská,MHD,MHD,21.1726493835449,48.6035690307617
544,Učňovská,MHD,MHD,21.1726207733154,48.6300010681152
545,Učňovská,MHD,MHD,21.1725997924804,48.6302490234375
546,Spaľovňa,MHD,MHD,21.3128395080566,48.6584091186523
547,Budanova,MHD,MHD,21.2140502929687,48.771728515625
548,Spaľovňa,MHD,MHD,21.3128604888916,48.6581382751464
549,Spoločenský pavilón,MHD,MHD,21.2399291992187,48.7067184448242
550,Spoločenský pavilón,MHD,MHD,21.2385692596435,48.7064895629882
551,Spoločenský pavilón,MHD,MHD,21.2398490905761,48.7065887451171
552,Spoločenský pavilón,MHD,MHD,21.2381591796875,48.7061309814453
553,Spoločenský pavilón,MHD,MHD,21.2386207580566,48.7063484191894
554,Spoločenský pavilón,MHD,MHD,21.2402801513671,48.7064590454101
555,Spoločenský pavilón,MHD,MHD,21.2396793365478,48.7070388793945
556,Spoločenský pavilón,MHD,MHD,21.2390403747558,48.7066993713378
557,Stará nemocnica,MHD,MHD,21.2612705230712,48.7081718444824
558,Stará nemocnica,MHD,MHD,21.2614593505859,48.7076606750488
559,Stará nemocnica,MHD,MHD,21.2583198547363,48.7069702148437
560,Stará nemocnica,MHD,MHD,21.2577209472656,48.7062606811523
561,Stará nemocnica,MHD,MHD,21.2586402893066,48.7061080932617
562,Radnica Starého mesta,MHD,MHD,21.2498703002929,48.7256698608398
563,Radnica Starého mesta,MHD,MHD,21.2493000030517,48.7266006469726
564,Radnica Starého mesta,MHD,MHD,21.2491092681884,48.7266082763671
565,Radnica Starého mesta,MHD,MHD,21.2497291564941,48.7252502441406
566,Radnica Starého mesta,MHD,MHD,21.2511596679687,48.7259788513183
567,Radnica Starého mesta,MHD,MHD,21.2519798278808,48.7256202697753
568,Radnica Starého mesta,MHD,MHD,21.2511005401611,48.7255096435546
569,Radnica Starého mesta,MHD,MHD,21.2496356964111,48.7257766723632
570,Starozagorská,MHD,MHD,21.2154998779296,48.720100402832
571,Starozagorská,MHD,MHD,21.2149696350097,48.7200088500976
572,Starozagorská,MHD,MHD,21.2154998779296,48.720100402832
573,Stavadlo 2 U.S.Steel,MHD,MHD,21.2140998840332,48.6106796264648
574,Stavadlo 2 U.S.Steel,MHD,MHD,21.2140598297119,48.6107215881347
575,Stodolova,MHD,MHD,21.2340698242187,48.7008781433105
576,Stodolova,MHD,MHD,21.2338905334472,48.7008209228515
577,Stodolova,MHD,MHD,21.233829498291,48.7009887695312
578,Suchá dolina,MHD,MHD,21.2303791046142,48.7578697204589
579,Suchá dolina,MHD,MHD,21.2302494049072,48.7578582763671
580,Suchodolinská,MHD,MHD,21.2364406585693,48.7457389831542
581,Suchodolinská,MHD,MHD,21.2359790802001,48.7461013793945
582,Svornosti,MHD,MHD,21.2613296508789,48.7333984375
583,Svornosti,MHD,MHD,21.261339187622,48.7331314086914
584,Havlíčkova,MHD,MHD,21.2451190948486,48.7387199401855
585,Havlíčkova,MHD,MHD,21.2452697753906,48.7388191223144
586,Havlíčkova,MHD,MHD,21.2450294494628,48.7386207580566
587,Havlíčkova,MHD,MHD,21.2459297180175,48.7392196655273
588,Havlíčkova,MHD,MHD,21.2452201843261,48.7387084960937
589,Havlíčkova,MHD,MHD,21.2447490692138,48.7386283874511
590,Havlíčkova,MHD,MHD,21.2458705902099,48.7399139404296
591,Králičia,MHD,MHD,21.2802600860595,48.7024993896484
592,Králičia,MHD,MHD,21.2800998687744,48.7017097473144
593,Štrbská,MHD,MHD,21.2393207550048,48.7521705627441
594,Štrbská,MHD,MHD,21.2391891479492,48.7521514892578
595,Technická univerzita,MHD,MHD,21.2441692352294,48.7306594848632
596,Technická univerzita,MHD,MHD,21.2449703216552,48.7300186157226
597,Technická univerzita,MHD,MHD,21.2441501617431,48.7294082641601
598,Technická univerzita,MHD,MHD,21.2444591522216,48.7296600341796
599,Technická univerzita,MHD,MHD,21.2445907592773,48.7302017211914
600,Technická univerzita,MHD,MHD,21.2439193725585,48.7308807373046
602,Tepláreň,MHD,MHD,21.2803993225097,48.6986007690429
603,Tepláreň,MHD,MHD,21.2808609008789,48.6972198486328
604,Teplého,MHD,MHD,21.2615890502929,48.6825714111328
605,Teplého,MHD,MHD,21.261489868164,48.682689666748
606,Priemyselná,MHD,MHD,21.2774906158447,48.7287483215332
607,Priemyselná,MHD,MHD,21.2771091461181,48.7282905578613
608,Lingov,MHD,MHD,21.2913608551025,48.7324790954589
609,Trebišovská,MHD,MHD,21.2314205169677,48.7031593322753
610,Trebišovská,MHD,MHD,21.231740951538,48.702709197998
611,Triton,MHD,MHD,21.2611694335937,48.7015495300292
612,Triton,MHD,MHD,21.2611503601074,48.7013092041015
613,"Alžbetina, Rek.UPJŠ",MHD,MHD,21.2525596618652,48.7197685241699
614,"Alžbetina, Rek.UPJŠ",MHD,MHD,21.2527198791503,48.7188682556152
615,V úvoze,MHD,MHD,21.2838306427001,48.7028884887695
616,V úvoze,MHD,MHD,21.2832794189453,48.7034683227539
617,Valcovne U. S. Steel,MHD,MHD,21.1941204071044,48.632511138916
618,Valcovne U. S. Steel,MHD,MHD,21.194709777832,48.6329689025878
619,Valcovne U. S. Steel,MHD,MHD,21.1947402954101,48.6332511901855
620,Valcovne U. S. Steel,MHD,MHD,21.194839477539,48.6333694458007
621,Valcovne U. S. Steel,MHD,MHD,21.194969177246,48.6335411071777
622,Valcovne U. S. Steel,MHD,MHD,21.195119857788,48.6336402893066
623,Valcovne U. S. Steel,MHD,MHD,21.194049835205,48.6330986022949
624,Viničná,MHD,MHD,21.2788391113281,48.7115402221679
625,Viničná,MHD,MHD,21.2785892486572,48.7111892700195
626,Vitalina,MHD,MHD,21.2219696044921,48.7669296264648
627,Vitalina,MHD,MHD,21.2219905853271,48.7675285339355
628,Vo výmoli,MHD,MHD,21.2761096954345,48.7325401306152
629,Vo výmoli,MHD,MHD,21.2763004302978,48.732738494873
630,Vodárenská,MHD,MHD,21.249059677124,48.7411804199218
631,Vodárenská,MHD,MHD,21.2489795684814,48.7413215637207
632,Vodná,MHD,MHD,21.2603397369384,48.7249412536621
633,Vodná,MHD,MHD,21.2603893280029,48.724739074707
634,"Pereš, vodojem",MHD,MHD,21.2255191802978,48.6893615722656
635,Vrátnica 4 U.S.Steel,MHD,MHD,21.2179508209228,48.6297607421875
636,Vrátnica 4 U.S.Steel,MHD,MHD,21.2175502777099,48.6302490234375
637,Katastrálny úrad,MHD,MHD,21.2677993774414,48.6828002929687
638,Katastrálny úrad,MHD,MHD,21.2678203582763,48.6825103759765
639,Pri prachárni,MHD,MHD,21.2445201873779,48.6937408447265
640,Katastrálny úrad,MHD,MHD,21.2681999206542,48.6818809509277
641,Katastrálny úrad,MHD,MHD,21.2672500610351,48.6838493347167
642,"VSS, križovatka",MHD,MHD,21.2659664154052,48.6893806457519
643,"VSS, križovatka",MHD,MHD,21.2645072937011,48.6887168884277
644,"VSS, križovatka",MHD,MHD,21.266300201416,48.6882209777832
645,"VSS, križovatka",MHD,MHD,21.2673282623291,48.6889038085937
646,"VSS, križovatka",MHD,MHD,21.2663402557373,48.687889099121
647,"VSS, križovatka",MHD,MHD,21.266014099121,48.6898803710937
648,"VSS, križovatka",MHD,MHD,21.2666397094726,48.687629699707
649,"VSS, križovatka",MHD,MHD,21.2674102783203,48.6886711120605
650,"VSS, križovatka",MHD,MHD,21.2661094665527,48.6880989074707
651,"VSS, križovatka",MHD,MHD,21.2636852264404,48.6886177062988
652,"VSS, križovatka",MHD,MHD,21.2635898590087,48.6886138916015
653,Vstup. areál USS,MHD,MHD,21.1921997070312,48.6226501464843
654,Vstup. areál USS,MHD,MHD,21.1907901763916,48.622760772705
655,Vstup. areál USS,MHD,MHD,21.1907901763916,48.622760772705
656,Vstup. areál USS,MHD,MHD,21.1921997070312,48.6226501464843
657,Vstup. areál USS,MHD,MHD,21.1928405761718,48.6229515075683
658,Vstup. areál USS,MHD,MHD,21.1926803588867,48.6228485107421
659,Vstup. areál USS,MHD,MHD,21.1925296783447,48.6227188110351
660,Vstup. areál USS,MHD,MHD,21.1923294067382,48.6226387023925
661,Vstup. areál USS,MHD,MHD,21.1926155090332,48.6227493286132
662,Vstup. areál USS,MHD,MHD,21.1911602020263,48.6226501464843
663,Vstup. areál USS,MHD,MHD,21.1923809051513,48.6226806640625
664,"Alejová, gymnázium",MHD,MHD,21.2468204498291,48.7028617858886
665,"Alejová, gymnázium",MHD,MHD,21.2463798522949,48.7030410766601
666,"Alejová, gymnázium",MHD,MHD,21.2465705871582,48.7030982971191
667,"Alejová, gymnázium",MHD,MHD,21.2465991973876,48.7028312683105
668,Vyhliadková veža,MHD,MHD,21.2260398864746,48.7634315490722
669,Vyhliadková veža,MHD,MHD,21.2258701324462,48.7634201049804
670,Želiarska,MHD,MHD,21.2575492858886,48.7536888122558
671,Želiarska,MHD,MHD,21.2572307586669,48.7538108825683
672,"Myslava, Pri škole",MHD,MHD,21.1961708068847,48.7144508361816
673,"Myslava, Pri škole",MHD,MHD,21.1966400146484,48.7142181396484
674,"Barca, základná škola",MHD,MHD,21.2633991241455,48.6791687011718
675,"Barca, základná škola",MHD,MHD,21.2634506225585,48.6789512634277
676,Zelený dvor,MHD,MHD,21.2943801879882,48.7704315185546
677,Zelený dvor,MHD,MHD,21.2934703826904,48.7717590332031
678,Zimná,MHD,MHD,21.246919631958,48.7276306152343
679,Zimná,MHD,MHD,21.2466697692871,48.7279090881347
680,Zimná,MHD,MHD,21.2465591430664,48.728229522705
681,Zimná,MHD,MHD,21.2465305328369,48.7278785705566
682,Zimná,MHD,MHD,21.24494,48.73018
683,Zimný štadión,MHD,MHD,21.2461605072021,48.713020324707
684,Zimný štadión,MHD,MHD,21.2460899353027,48.7128105163574
685,Podhradová,MHD,MHD,21.2437705993652,48.7498817443847
686,Podhradová,MHD,MHD,21.2438106536865,48.7512397766113
687,Zoologická záhrada,MHD,MHD,21.2025699615478,48.7808609008789
688,Zoologická záhrada,MHD,MHD,21.2028102874755,48.7806587219238
